,Income,NumWebVisitsMonth,CustomerAge,Children,MntTotalProducts,NumTotalPurchases,Education_Graduation,Education_PostGraduation,Education_UnderGraduation,Marital_Status_Married,Dclust
1018,76081.0,2,61,0,737,10,1,0,0,1,0
1019,34728.0,6,37,1,30,3,1,0,0,1,0
1020,33168.0,7,58,1,118,6,0,1,0,0,0
1021,33585.0,4,57,1,74,3,0,1,0,1,0
1022,77037.0,3,63,1,892,15,0,1,0,1,0
1023,35196.0,8,39,1,228,13,1,0,0,1,0
1024,44529.0,5,57,1,642,14,1,0,0,1,0
1025,70924.0,3,58,0,1003,13,0,0,1,1,1
1026,28764.0,8,57,2,11,2,0,1,0,1,0
1027,69098.0,5,74,0,2117,16,0,1,0,1,0
1028,25959.0,6,53,2,18,5,0,0,1,0,1
1029,27100.0,7,40,1,25,2,0,1,0,1,0
1030,70596.0,2,38,0,925,9,1,0,0,0,0
1031,42557.0,8,49,1,250,11,1,0,0,1,0
1032,53312.0,7,72,0,253,7,0,1,0,1,0
1033,72228.0,3,71,0,1150,14,1,0,0,0,0
1034,67605.0,1,36,0,646,11,1,0,0,1,0
1035,62845.0,8,74,2,1144,18,0,1,0,1,0
1036,65196.0,5,65,2,943,15,1,0,0,1,0
1037,42000.0,5,36,0,474,9,0,1,0,0,0
1038,35860.0,5,50,2,23,4,0,1,0,0,0
1039,65526.0,2,59,1,485,9,0,1,0,1,0
1040,16860.0,7,62,2,18,5,1,0,0,1,0
1041,83528.0,1,31,0,1325,15,1,0,0,0,0
1042,64176.0,6,58,1,1497,25,0,0,1,0,1
1043,22304.0,8,67,0,12,2,1,0,0,0,0
1044,67023.0,2,45,0,870,11,1,0,0,1,0
1045,32892.0,8,52,1,41,5,0,1,0,1,0
1046,70713.0,3,57,1,1129,17,1,0,0,1,0
1047,59925.0,6,68,1,670,14,1,0,0,1,0
1048,39722.0,5,70,1,37,4,1,0,0,1,0
1049,46610.0,6,65,0,328,8,1,0,0,1,0
1050,88347.0,1,62,0,1783,12,1,0,0,1,0
1051,87171.0,2,42,0,1152,14,0,1,0,1,0
1052,26907.0,7,47,2,17,3,0,0,1,1,1
1053,50014.0,5,55,1,325,7,0,1,0,0,0
1054,41014.0,7,45,1,15,2,0,1,0,1,0
1055,66294.0,2,58,0,693,8,1,0,0,0,0
1056,36715.0,9,52,1,307,15,1,0,0,1,0
1057,79456.0,3,67,0,1155,12,1,0,0,1,0
1058,40479.0,4,41,1,13,1,1,0,0,1,0
1059,75345.0,3,53,0,1817,14,0,1,0,0,0
1060,54233.0,8,46,1,818,21,1,0,0,1,0
1061,24163.0,4,53,2,12,3,1,0,0,0,0
1062,84460.0,5,65,0,282,18,0,1,0,1,0
1063,43776.0,6,40,1,17,2,1,0,0,1,0
1064,71691.0,2,65,0,877,12,0,1,0,0,0
1065,85844.0,2,50,0,1800,13,0,1,0,1,0
1066,39190.0,5,49,1,94,5,0,1,0,0,0
1067,71367.0,2,64,0,639,10,1,0,0,1,0
1068,38578.0,8,51,2,64,6,0,1,0,0,0
1069,57236.0,3,58,2,114,6,0,1,0,1,0
1070,61825.0,4,44,1,312,7,1,0,0,0,0
1071,79803.0,1,65,1,798,8,1,0,0,0,0
1072,80910.0,1,37,0,609,7,0,0,1,0,1
1073,27590.0,7,41,1,11,2,0,1,0,1,0
1074,56775.0,5,44,1,809,15,1,0,0,1,0
1075,83829.0,1,48,0,1488,11,1,0,0,0,0
1076,54210.0,5,44,1,233,7,0,0,1,1,1
1077,38508.0,8,37,1,345,15,1,0,0,1,0
1078,53187.0,5,53,1,243,7,1,0,0,1,0
1079,30023.0,8,51,1,27,3,1,0,0,1,0
1080,76045.0,2,63,0,1213,10,0,1,0,0,0
1081,50870.0,5,71,1,61,3,0,1,0,1,0
1082,15315.0,5,53,0,24,4,0,0,1,1,1
1083,65463.0,5,49,1,493,10,0,0,1,1,1
1084,66480.0,4,58,2,265,12,1,0,0,1,0
1085,76773.0,1,69,0,1021,5,1,0,0,0,0
1086,81698.0,5,40,0,869,11,0,0,1,0,1
1087,54466.0,5,50,2,16,2,0,1,0,0,0
1088,98777.0,1,63,0,1730,10,0,1,0,0,0
1089,16269.0,8,39,1,40,6,0,1,0,0,0
1090,71819.0,6,52,1,1392,9,1,0,0,1,0
1091,33569.0,8,40,1,36,3,0,1,0,1,0
1092,36262.0,6,40,0,181,9,0,1,0,1,0
1093,22634.0,8,57,0,36,4,0,0,1,1,1
1094,47025.0,9,45,1,578,17,0,0,1,1,1
1095,70566.0,3,55,1,624,13,1,0,0,0,0
1096,31605.0,7,44,1,116,5,0,1,0,1,0
1097,52034.0,7,50,2,239,11,0,1,0,0,0
1098,48526.0,3,44,1,63,4,1,0,0,0,0
1099,46734.0,7,69,1,252,9,1,0,0,1,0
1100,39552.0,8,61,2,315,15,1,0,0,0,0
1101,86358.0,8,57,2,1498,12,1,0,0,0,0
1102,46931.0,3,46,3,58,4,1,0,0,1,0
1103,16581.0,4,38,0,8,1,0,0,1,0,1
1104,63998.0,4,71,0,1023,14,0,0,1,0,1
1105,67381.0,7,72,1,876,8,0,1,0,1,0
1106,25930.0,7,56,2,9,2,1,0,0,0,0
1107,42693.0,5,45,1,32,2,1,0,0,1,0
1108,85606.0,3,47,1,1623,15,1,0,0,1,0
1109,72903.0,4,38,0,1955,13,1,0,0,0,0
1110,49669.0,6,49,1,278,8,0,0,1,1,1
1111,36778.0,9,55,2,67,6,0,1,0,1,0
1112,85696.0,1,61,0,1185,11,0,1,0,0,0
1113,10979.0,5,34,0,22,5,0,1,0,0,0
1114,49678.0,7,62,1,290,10,1,0,0,1,0
1115,56129.0,4,70,1,501,12,0,1,0,1,0
1116,37155.0,5,34,1,49,3,1,0,0,1,0
1117,21282.0,6,45,1,14,5,0,0,1,0,1
1118,33419.0,7,61,1,68,4,0,1,0,0,0
1119,63285.0,3,78,0,881,12,1,0,0,0,0
1120,21255.0,4,49,1,54,7,0,1,0,1,0
1121,42162.0,6,42,1,112,6,1,0,0,1,0
1122,54450.0,8,67,2,625,23,1,0,0,1,0
1123,57744.0,8,69,1,392,12,0,1,0,1,0
1124,26576.0,9,37,1,18,2,1,0,0,0,0
1125,57513.0,6,80,0,958,14,0,1,0,0,0
1126,68142.0,6,59,1,1219,17,1,0,0,1,0
1127,7500.0,8,44,1,10,2,1,0,0,1,0
1128,83145.0,2,49,0,1543,15,1,0,0,1,0
1129,54197.0,1,63,1,205,6,0,1,0,1,0
1130,23091.0,7,60,2,46,7,0,1,0,0,0
1131,46049.0,7,47,2,463,17,1,0,0,1,0
1132,56715.0,4,49,0,602,11,1,0,0,1,0
1133,79410.0,1,62,0,1221,6,1,0,0,1,0
1134,57304.0,5,72,1,765,15,1,0,0,1,0
1135,44375.0,5,58,1,246,6,1,0,0,1,0
1136,54450.0,8,67,2,625,23,1,0,0,1,0
1137,59594.0,7,58,1,490,10,1,0,0,1,0
1138,80685.0,2,29,0,890,11,1,0,0,1,0
1139,40344.0,7,49,1,216,7,0,1,0,1,0
1140,62710.0,4,51,1,559,10,1,0,0,1,0
1141,48985.0,3,55,1,50,3,0,0,1,1,1
1142,35322.0,8,55,3,74,5,1,0,0,1,0
1143,77142.0,2,75,0,713,9,1,0,0,1,0
1144,81657.0,1,54,0,829,8,1,0,0,0,0
1145,14421.0,5,27,0,2,2,0,0,1,1,1
1146,20130.0,8,49,0,9,2,0,0,1,1,1
1147,74214.0,5,33,0,1493,11,0,1,0,1,0
1148,66726.0,7,66,2,391,13,0,1,0,1,0
1149,23724.0,8,44,1,43,4,0,0,1,1,1
1150,47353.0,5,63,1,205,7,0,1,0,1,0
1151,33444.0,8,71,2,16,2,0,1,0,1,0
1152,54386.0,3,42,1,362,7,1,0,0,1,0
1153,28510.0,5,42,2,68,5,1,0,0,0,0
1154,90638.0,1,32,0,2191,8,0,1,0,0,0
1155,48070.0,7,73,1,470,13,1,0,0,1,0
1156,43140.0,6,66,1,218,6,1,0,0,1,0
1157,54959.0,7,62,1,1208,17,0,1,0,0,0
1158,15056.0,5,65,2,21,9,0,0,1,0,1
1159,26954.0,7,52,1,16,2,1,0,0,0,0
1160,22327.0,5,38,1,17,2,1,0,0,0,0
1161,44393.0,4,58,2,46,3,1,0,0,1,0
1162,62000.0,4,71,1,1000,13,0,1,0,0,0
1163,31497.0,8,61,1,137,6,0,1,0,1,0
1164,45894.0,5,49,2,36,2,0,0,1,1,1
1165,78579.0,3,53,0,1431,12,0,1,0,0,0
1166,67369.0,4,54,1,1368,15,0,1,0,0,0
1167,58401.0,4,63,1,21,4,1,0,0,0,0
1168,62307.0,5,71,1,134,5,1,0,0,0,0
1169,43641.0,6,54,2,110,6,0,1,0,1,0
1170,63841.0,6,55,1,750,13,0,1,0,0,0
1171,46891.0,4,58,1,78,4,0,0,1,1,1
1172,70091.0,8,54,1,1135,9,0,1,0,1,0
1173,78075.0,1,51,0,839,9,0,1,0,1,0
1174,59184.0,5,62,1,596,15,0,0,1,0,1
1175,54809.0,4,46,2,126,7,1,0,0,1,0
1176,58113.0,7,64,1,494,14,1,0,0,1,0
1177,51412.0,4,65,1,172,7,0,1,0,1,0
1178,15287.0,7,44,1,11,4,1,0,0,0,0
1179,66636.0,1,66,0,990,8,0,1,0,1,0
1180,50965.0,8,67,1,642,17,0,1,0,1,0
1181,84618.0,2,58,0,1585,16,0,1,0,1,0
1182,18351.0,7,33,0,22,3,1,0,0,1,0
1183,40451.0,5,66,2,39,3,0,1,0,1,0
1184,36317.0,7,58,1,115,5,1,0,0,1,0
1185,42213.0,7,66,1,336,8,1,0,0,1,0
1186,65748.0,1,68,1,338,8,1,0,0,1,0
1187,77044.0,4,51,1,905,20,1,0,0,1,0
1188,74918.0,3,54,0,1944,15,1,0,0,1,0
1189,56721.0,6,51,2,202,10,1,0,0,1,0
1190,42160.0,6,48,2,102,7,1,0,0,0,0
1191,61559.0,3,58,1,450,7,1,0,0,0,0
1192,33629.0,9,60,2,148,9,0,1,0,1,0
1193,68682.0,2,32,0,1424,14,0,1,0,1,0
1194,34377.0,7,60,1,84,6,1,0,0,0,0
1195,8940.0,8,37,1,49,7,0,0,1,0,1
1196,26228.0,8,50,1,12,2,1,0,0,1,0
1197,77297.0,4,66,0,578,13,0,0,1,0,1
1198,40211.0,8,42,2,59,5,1,0,0,1,0
1199,33438.0,5,65,2,79,7,0,1,0,0,0
1200,75032.0,3,64,1,1144,11,0,1,0,1,0
1201,61284.0,6,68,0,739,14,0,1,0,0,0
1202,22518.0,5,37,1,30,5,1,0,0,1,0
1203,54730.0,4,48,1,338,10,0,1,0,1,0
1204,38452.0,7,68,2,70,6,0,1,0,1,0
1205,44421.0,8,52,2,174,10,1,0,0,0,0
1206,38197.0,5,37,1,34,2,0,1,0,1,0
1207,41986.0,4,45,1,40,6,1,0,0,0,0
1208,28427.0,8,40,1,40,4,1,0,0,1,0
1209,37395.0,6,47,1,27,2,0,1,0,1,0
1210,64722.0,6,52,1,583,14,1,0,0,1,0
1211,55249.0,3,67,1,117,4,0,1,0,1,0
1212,84906.0,2,51,0,1426,12,1,0,0,1,0
1213,28691.0,8,34,1,22,2,1,0,0,1,0
1214,44213.0,6,71,2,141,7,1,0,0,0,0
1215,25707.0,7,39,1,9,2,0,0,1,0,1
1216,59062.0,4,56,3,59,4,0,1,0,1,0
1217,76624.0,1,61,1,664,16,1,0,0,0,0
1218,66000.0,1,76,0,565,5,0,1,0,1,0
1219,27683.0,8,45,1,282,12,0,1,0,1,0
1220,7500.0,9,31,1,45,9,0,0,1,0,1
1221,40521.0,5,55,2,17,2,1,0,0,1,0
1222,20427.0,8,50,1,9,2,0,1,0,1,0
1223,65106.0,6,48,1,942,14,1,0,0,1,0
1224,69969.0,3,58,0,1425,7,0,1,0,1,0
1225,67433.0,4,71,2,902,15,1,0,0,1,0
1226,77766.0,6,56,1,1328,23,0,1,0,1,0
1227,74716.0,4,51,1,581,12,1,0,0,1,0
1228,68118.0,6,60,1,741,19,1,0,0,0,0
1229,55158.0,7,53,2,380,13,0,1,0,1,0
1230,62972.0,6,68,1,375,13,0,0,1,1,1
1231,74190.0,2,48,1,318,8,1,0,0,1,0
1232,39356.0,6,47,2,17,2,1,0,0,1,0
1233,76653.0,2,54,0,1745,12,1,0,0,1,0
1234,35860.0,5,50,2,23,4,0,1,0,0,0
1235,90687.0,2,40,0,1671,9,0,1,0,0,0
1236,73450.0,3,41,0,1608,16,0,1,0,1,0
1237,31454.0,8,63,2,39,5,1,0,0,1,0
1238,47139.0,7,71,2,58,5,1,0,0,0,0
1239,83829.0,1,48,0,1488,11,1,0,0,0,0
1240,53378.0,8,60,2,647,23,0,1,0,1,0
1241,19656.0,7,53,1,38,6,1,0,0,1,0
1242,45579.0,6,75,1,179,6,0,1,0,1,0
1243,85485.0,2,65,0,1267,13,0,0,1,0,1
1244,55956.0,4,79,0,902,12,1,0,0,1,0
1245,64191.0,3,60,1,621,11,0,1,0,0,0
1246,38808.0,8,51,1,194,10,1,0,0,0,0
1247,57183.0,8,57,2,533,18,0,1,0,1,0
1248,23748.0,8,55,1,41,6,0,1,0,0,0
1249,66303.0,8,52,1,1198,11,1,0,0,1,0
1250,37368.0,6,48,1,16,2,0,1,0,1,0
1251,40800.0,7,59,3,51,5,1,0,0,1,0
1252,71847.0,3,45,0,864,13,1,0,0,0,0
1253,46149.0,5,48,1,331,11,1,0,0,1,0
1254,78687.0,2,40,0,1689,11,1,0,0,1,0
1255,49118.0,7,52,0,913,18,0,0,1,0,1
1256,37633.0,9,66,2,37,3,0,1,0,1,0
1257,39767.0,8,72,0,378,10,0,1,0,1,0
1258,26997.0,7,72,0,108,8,0,0,1,1,1
1259,33986.0,7,53,1,36,2,1,0,0,0,0
1260,57091.0,7,51,1,486,13,0,1,0,1,0
1261,46831.0,4,54,2,34,5,0,0,1,1,1
1262,83151.0,2,51,0,1957,13,0,1,0,1,0
1263,52531.0,6,52,0,546,11,1,0,0,1,0
1264,15759.0,7,67,0,8,2,1,0,0,1,0
1265,22804.0,9,52,1,22,3,1,0,0,0,0
1266,43050.0,5,50,1,59,4,0,0,1,1,1
1267,42997.0,7,46,2,9,2,0,1,0,0,0
1268,48918.0,4,60,2,61,3,0,1,0,0,0
1269,60033.0,2,69,1,120,5,0,1,0,1,0
1270,34043.0,9,45,1,36,3,0,1,0,1,0
1271,57811.0,5,57,1,666,14,1,0,0,1,0
1272,78569.0,1,77,0,1259,11,1,0,0,1,0
1273,7500.0,6,45,2,15,7,1,0,0,0,0
1274,94384.0,2,70,0,1925,13,1,0,0,1,0
1275,23148.0,7,38,0,18,3,0,0,1,1,1
1276,44267.0,9,53,2,253,12,1,0,0,0,0
1277,71626.0,3,44,0,994,11,1,0,0,1,0
1278,60894.0,7,57,1,768,18,1,0,0,1,0
1279,50200.0,8,47,2,323,14,1,0,0,1,0
1280,81051.0,2,58,0,1420,11,0,1,0,1,0
1281,65169.0,6,41,0,1143,15,1,0,0,1,0
1282,59868.0,6,51,1,976,20,1,0,0,1,0
1283,65695.0,4,63,1,592,11,0,1,0,1,0
1284,64857.0,4,67,0,1287,13,0,1,0,0,0
1285,45143.0,7,58,1,281,10,0,1,0,1,0
1286,74805.0,2,68,1,580,16,0,0,1,1,1
1287,59060.0,4,34,1,186,7,0,0,1,1,1
1288,27238.0,9,61,2,54,6,0,1,0,0,0
1289,47009.0,4,58,1,289,9,1,0,0,1,0
1290,46094.0,7,50,2,34,2,0,0,1,1,1
1291,40321.0,7,51,2,69,5,1,0,0,1,0
1292,37235.0,4,39,1,31,3,1,0,0,1,0
1293,81843.0,3,63,0,1402,15,0,1,0,1,0
1294,46692.0,6,65,1,273,10,0,1,0,1,0
1295,77382.0,1,55,1,770,14,1,0,0,1,0
1296,37774.0,9,46,2,288,13,1,0,0,0,0
1297,18393.0,8,49,1,30,5,0,0,1,1,1
1298,72828.0,7,61,1,1440,15,0,1,0,1,0
1299,24711.0,7,41,0,42,4,1,0,0,1,0
1300,45503.0,5,48,1,145,5,0,1,0,1,0
1302,71604.0,4,78,0,926,12,0,1,0,1,0
1303,27244.0,7,44,1,28,6,1,0,0,1,0
1304,48752.0,9,54,2,230,12,1,0,0,1,0
1305,71434.0,4,61,1,964,14,1,0,0,1,0
1306,90842.0,1,75,0,962,14,1,0,0,0,0
1307,88097.0,9,45,1,643,12,0,1,0,1,0
1308,51948.0,5,48,1,169,9,1,0,0,1,0
1309,71853.0,1,41,0,879,11,1,0,0,1,0
1310,35876.0,6,40,0,108,5,0,1,0,1,0
1311,40049.0,6,71,1,26,2,1,0,0,0,0
1312,39660.0,9,41,1,230,11,1,0,0,0,0
1313,50127.0,6,61,1,295,7,1,0,0,1,0
1314,43263.0,5,46,1,329,10,0,1,0,1,0
1315,62845.0,8,74,2,1144,18,0,1,0,1,0
1316,18929.0,6,33,0,40,2,1,0,0,1,0
1317,24367.0,9,41,1,8,2,0,0,1,0,1
1318,33249.0,6,48,1,37,5,1,0,0,0,0
1319,26887.0,6,64,1,17,2,0,0,1,1,1
1320,50150.0,5,40,0,273,9,0,1,0,1,0
1321,62061.0,6,47,1,732,17,1,0,0,1,0
1322,85696.0,1,61,0,1185,11,0,1,0,0,0
1323,76542.0,2,67,0,1440,13,0,1,0,1,0
1324,70515.0,2,30,0,872,13,1,0,0,0,0
1325,18227.0,8,36,1,10,2,1,0,0,1,0
1326,69139.0,4,58,1,173,6,1,0,0,1,0
1327,69109.0,4,41,0,1307,13,1,0,0,1,0
1328,69627.0,5,61,1,607,12,1,0,0,0,0
1329,38136.0,8,45,1,50,6,1,0,0,1,0
1330,62159.0,4,77,0,458,9,0,1,0,0,0
1331,80695.0,2,60,0,1670,14,1,0,0,0,0
1332,33316.0,6,52,2,111,6,0,1,0,0,0
1333,58554.0,7,55,2,460,16,1,0,0,1,0
1334,17256.0,8,31,1,24,5,0,0,1,1,1
1335,53034.0,8,49,2,371,15,1,0,0,0,0
1336,52203.0,6,73,0,747,16,0,0,1,1,1
1337,59601.0,8,46,1,767,8,0,0,1,0,1
1338,75154.0,3,65,1,758,10,0,1,0,0,0
1339,47025.0,6,47,1,369,12,1,0,0,0,0
1340,37971.0,8,50,1,19,2,1,0,0,1,0
1341,41335.0,7,55,1,152,8,0,1,0,0,0
1342,67267.0,2,65,1,204,6,1,0,0,1,0
1343,57338.0,5,48,1,201,7,1,0,0,0,0
1344,50523.0,6,63,2,79,4,0,0,1,1,1
1345,35791.0,8,58,3,32,3,0,1,0,0,0
1346,50611.0,6,63,1,483,15,0,1,0,0,0
1347,56242.0,6,54,1,864,17,0,1,0,1,0
1348,48904.0,8,63,1,331,13,1,0,0,0,0
1349,56243.0,5,48,3,382,12,1,0,0,0,0
1350,21355.0,6,38,1,32,5,1,0,0,1,0
1351,57420.0,7,52,1,298,9,0,1,0,1,0
1352,46390.0,7,68,1,173,7,0,1,0,0,0
1353,54342.0,6,67,2,128,8,0,0,1,1,1
1354,20895.0,9,50,1,38,3,1,0,0,1,0
1355,92344.0,1,75,0,1710,15,1,0,0,1,0
1356,26907.0,7,47,2,17,3,0,0,1,1,1
1357,44964.0,8,43,2,37,2,1,0,0,1,0
1358,75507.0,3,44,0,1176,15,1,0,0,1,0
1359,53761.0,5,51,2,234,14,0,1,0,1,0
1360,22682.0,4,50,1,53,6,1,0,0,1,0
1361,38887.0,7,51,1,39,2,0,1,0,1,0
1362,41658.0,4,48,2,24,4,0,0,1,0,1
1363,29791.0,5,51,1,20,4,0,1,0,1,0
1364,63915.0,5,67,2,744,11,0,1,0,1,0
1365,39996.0,6,49,2,14,2,1,0,0,0,0
1366,26759.0,6,51,1,44,5,1,0,0,0,0
1367,63841.0,6,55,1,750,13,0,1,0,0,0
1368,51039.0,7,54,2,243,10,0,1,0,1,0
1369,60544.0,6,62,2,246,10,1,0,0,1,0
1370,65685.0,5,51,1,705,12,1,0,0,1,0
1371,37716.0,7,70,1,139,7,1,0,0,1,0
1372,36864.0,8,66,1,248,10,1,0,0,0,0
1373,44511.0,8,53,1,653,18,0,1,0,1,0
1374,36947.0,9,56,2,112,7,0,1,0,1,0
1375,47352.0,7,72,1,296,11,0,1,0,1,0
1376,67087.0,4,70,1,586,14,0,1,0,1,0
1377,57045.0,3,73,1,413,9,1,0,0,1,0
1378,36957.0,9,70,2,118,9,0,1,0,0,0
1379,69389.0,4,46,1,667,10,0,1,0,1,0
1380,80134.0,6,51,1,1506,10,1,0,0,1,0
1381,43142.0,7,54,2,13,2,0,1,0,1,0
1382,80589.0,1,79,0,1120,16,1,0,0,1,0
1383,34412.0,9,33,1,114,8,1,0,0,0,0
1384,57537.0,4,44,1,386,11,1,0,0,0,0
1385,22634.0,8,57,0,36,4,0,0,1,1,1
1386,51315.0,2,75,0,135,5,1,0,0,1,0
1387,36026.0,6,51,3,34,4,1,0,0,1,0
1388,24639.0,6,50,2,39,5,1,0,0,1,0
1389,34578.0,6,51,3,8,2,0,1,0,1,0
1390,65704.0,1,51,0,525,13,0,0,1,0,1
1391,63810.0,8,57,1,1242,11,1,0,0,0,0
1392,54132.0,7,54,1,39,2,0,1,0,1,0
1393,18690.0,8,64,0,14,3,1,0,0,1,0
1394,28164.0,7,53,1,47,5,1,0,0,1,0
1395,34596.0,8,49,1,16,2,0,1,0,1,0
1396,43269.0,8,51,1,18,2,0,1,0,1,0
1397,38741.0,7,65,2,34,4,0,0,1,0,1
1398,31907.0,7,51,0,184,8,1,0,0,0,0
1399,27100.0,7,40,1,25,2,0,1,0,1,0
1400,31163.0,6,50,1,15,2,0,0,1,0,1
1401,92533.0,2,38,0,832,12,1,0,0,1,0
1402,34853.0,6,50,2,27,4,1,0,0,0,0
1403,70844.0,7,56,2,222,12,1,0,0,0,0
1404,31086.0,8,44,2,29,4,0,0,1,1,1
1405,60544.0,6,62,2,246,10,1,0,0,1,0
1406,20491.0,7,37,0,14,2,0,0,1,1,1
1407,42523.0,2,59,0,61,3,1,0,0,1,0
1408,39922.0,8,40,1,100,5,1,0,0,1,0
1409,33402.0,8,71,2,47,6,1,0,0,1,0
1410,36408.0,6,74,2,14,2,0,1,0,1,0
1411,21645.0,9,44,1,37,6,1,0,0,1,0
1412,78427.0,3,75,0,1586,13,0,1,0,0,0
1413,82657.0,4,77,0,1806,13,1,0,0,1,0
1414,51876.0,1,65,0,228,5,1,0,0,1,0
1415,78041.0,2,52,0,1070,9,0,0,1,1,1
1416,52852.0,8,66,1,821,21,1,0,0,1,0
1417,70038.0,2,41,0,989,9,0,1,0,1,0
1418,69401.0,2,50,1,585,12,0,0,1,1,1
1419,46053.0,5,51,1,158,8,1,0,0,1,0
1420,77343.0,1,58,0,951,8,1,0,0,1,0
1421,73892.0,1,70,0,1406,15,1,0,0,0,0
1422,40304.0,7,56,1,54,3,0,1,0,0,0
1423,32727.0,8,58,0,360,12,0,1,0,1,0
1424,68695.0,2,54,0,895,9,1,0,0,1,0
1425,43300.0,8,52,1,146,7,1,0,0,0,0
1426,26290.0,6,51,2,39,6,1,0,0,1,0
1427,93790.0,2,53,0,2101,13,1,0,0,0,0
1428,38410.0,6,49,0,340,9,0,1,0,1,0
1429,64866.0,5,73,1,534,14,0,1,0,0,0
1430,57957.0,3,64,1,526,17,1,0,0,1,0
1431,46015.0,7,68,2,40,2,0,1,0,1,0
1432,16531.0,7,45,1,21,6,1,0,0,1,0
1433,28072.0,7,37,1,40,2,0,1,0,1,0
1434,49476.0,2,60,1,504,17,0,1,0,0,0
1435,50725.0,8,70,1,528,13,1,0,0,1,0
1436,83844.0,1,71,0,1277,9,1,0,0,1,0
1437,41145.0,3,73,2,12,1,0,1,0,1,0
1438,67419.0,5,53,1,1282,17,1,0,0,1,0
1439,23162.0,6,53,2,20,5,0,0,1,1,1
1440,34380.0,8,46,1,137,9,1,0,0,1,0
1441,34704.0,5,57,1,34,2,1,0,0,0,0
1442,94871.0,7,54,2,746,14,0,1,0,1,0
1443,65148.0,4,65,1,917,14,1,0,0,1,0
1444,39898.0,7,69,1,103,5,1,0,0,1,0
1445,64857.0,4,67,0,1287,13,0,1,0,0,0
1446,59892.0,3,53,1,86,4,0,1,0,1,0
1447,41020.0,3,36,0,167,6,0,1,0,0,0
1448,57072.0,5,62,1,1004,14,0,1,0,1,0
1449,60474.0,7,44,1,767,19,1,0,0,0,0
1450,62807.0,5,63,1,689,11,1,0,0,1,0
1451,19414.0,8,42,1,17,2,0,0,1,1,1
1452,19107.0,7,43,1,15,3,1,0,0,1,0
1453,75484.0,4,47,1,734,12,0,0,1,1,1
1454,70379.0,4,47,1,720,12,0,1,0,0,0
1455,79419.0,2,53,0,1565,11,0,1,0,1,0
1456,64014.0,7,77,3,436,17,0,1,0,1,0
1457,76998.0,6,68,1,1699,21,1,0,0,1,0
1458,49854.0,6,51,1,311,13,0,1,0,1,0
1459,60585.0,5,52,2,618,21,0,1,0,1,0
1460,42873.0,8,73,2,249,11,0,1,0,0,0
1461,87679.0,4,35,0,2246,19,1,0,0,1,0
1462,57867.0,6,45,1,557,16,1,0,0,1,0
1463,35765.0,6,33,1,55,4,1,0,0,1,0
1464,65492.0,2,64,0,703,13,1,0,0,1,0
1465,32952.0,7,46,1,50,3,1,0,0,0,0
1466,53374.0,9,54,1,1007,12,0,1,0,1,0
1467,71706.0,5,64,1,1240,18,1,0,0,1,0
1468,68487.0,4,35,0,1155,17,1,0,0,1,0
1469,53253.0,5,48,2,282,14,0,1,0,1,0
1470,31163.0,6,50,1,15,2,0,0,1,0,1
1471,42014.0,8,46,1,367,14,1,0,0,1,0
1472,54108.0,8,50,2,636,23,0,1,0,1,0
1473,49667.0,8,68,0,1327,17,0,1,0,0,0
1474,63206.0,2,49,0,883,8,0,1,0,1,0
1475,57136.0,6,51,2,420,16,0,1,0,1,0
1476,46772.0,8,48,1,643,25,0,0,1,1,1
1477,78931.0,1,52,0,698,11,0,1,0,1,0
1478,53977.0,5,65,1,801,15,1,0,0,1,0
1479,84219.0,1,35,0,971,8,1,0,0,1,0
1480,46098.0,8,48,2,84,9,0,1,0,0,0
1481,73538.0,7,58,1,1315,17,1,0,0,1,0
1482,79529.0,2,37,0,1171,13,1,0,0,1,0
1483,20981.0,8,46,0,24,5,0,0,1,1,1
1484,51766.0,5,43,1,198,8,1,0,0,0,0
1485,55759.0,8,61,1,760,18,1,0,0,1,0
1486,33039.0,5,45,1,50,3,1,0,0,1,0
1487,37787.0,8,51,1,81,4,0,1,0,1,0
1488,27242.0,9,53,1,46,4,1,0,0,0,0
1489,87188.0,3,40,0,1745,13,0,1,0,0,0
1490,69930.0,3,52,0,1177,10,1,0,0,1,0
1491,37697.0,6,47,1,61,4,1,0,0,0,0
1492,37401.0,7,50,1,41,4,0,1,0,1,0
1493,3502.0,14,50,1,4,0,1,0,0,0,0
1494,58597.0,7,47,2,674,23,1,0,0,1,0
1495,82032.0,1,75,0,903,10,0,1,0,0,0
1496,28087.0,7,65,2,78,7,1,0,0,1,0
1497,74004.0,3,36,0,1392,11,0,1,0,0,0
1498,19740.0,5,63,1,21,4,1,0,0,1,0
1499,57036.0,9,48,1,1433,13,0,0,1,1,1
1500,53083.0,7,65,2,255,12,0,0,1,1,1
1501,69283.0,5,48,1,870,14,0,1,0,1,0
1502,46098.0,8,48,2,84,9,0,1,0,0,0
1503,23331.0,8,35,1,48,5,0,0,1,1,1
1504,23331.0,9,35,1,225,12,0,0,1,0,1
1505,9255.0,8,34,1,16,3,1,0,0,0,0
1506,67786.0,1,64,0,954,10,0,1,0,0,0
1507,71969.0,8,52,1,1076,10,0,1,0,1,0
1508,59235.0,7,56,1,957,16,0,1,0,0,0
1509,31928.0,7,34,1,61,5,1,0,0,1,0
1510,74881.0,5,62,2,847,15,0,1,0,1,0
1511,65819.0,3,45,0,1006,10,1,0,0,1,0
